Company Name,Legal Name,Parent Company Name,Address,City,ZIP Code,County,Phone Number Combined,Website,Linked-In,Facebook,Instagram,Executive First Name,Executive Last Name,Executive Title,Executive Gender,Executive Ethnicity,Veteran Exemption,Company Description,Column1,Primary NAICS,Primary NAICS Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,Primary SIC Code,Primary SIC Description,Last Updated On,Years In Database
Lils Fireside LLC,LIL'S FIRESIDE LLC,,2128 Woodson Rd,Saint Louis,63114,St Louis,(314) 736-5007,,,https://www.facebook.com/lilsfireside,,,,,,Uncoded,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202404,9
Limbs R Us,,,1226 Hoyt Dr,Saint Louis,63137,St Louis,(573) 430-0206,Limbsrusstl.Com,,,,Darnell,Taylor,Owner,Male,African American,,,,56173022,Landscaping Services,56173009,Landscaping Services,99999005,Unclassified Establishments,,,78301,Tree Service,202606,11
Lincoln Hotel,,,2228 Olive St,Saint Louis,63103,St Louis City,(314) 241-5511,Lincoln-Hotel.Stayin.Us,,,,,,,,Uncoded,,,,72111002,Hotels (Except Casino Hotels) And Motels,,,,,,,701101,Hotels & Motels,202604,39
Lincoln Industrial Corp,LINCOLN INDUSTRIAL CORP,SKF USA INC,5148 N Hanley Rd,Saint Louis,63134,St Louis,(314) 679-4200,Lincolnindustrial.Com,,https://www.facebook.com/lincolnindustrial,,Bart,Aitke,President,Male,Uncoded,,"Lincoln Industrial Corporation Provides A Range Of Lubrication Equipment And Heavy-Duty Fluid Pumping Products. It Offers Portable Lubrication Pumps, Hose Reels, Grease Fittings, Control Valves, Fluid Drains, And Battery- And Air-Powered Grease Guns. The Company Features Products Under The Kleenseal And Powerluber Brands. Lincoln Industrial Corporation Serves The Manufacturing, Mining, Construction, Agriculture And Transportation Industries. It Provides The Powermaster And Piledriver Pumps For Handling Viscous Materials, Such As Heavy Lubricants, Adhesives, Sealants And Printing Inks. The Company Offers System Design, Project Engineering, Customer Training, And Installation And Start-Up Maintenance Services. Operational For More Than 90 Years, Lincoln Industrial Corporation Operates Several Technical Support Centers, And Regional Sales And Service Offices. Its Distributor Network Includes Industrial Systems Houses, Petroleum Equipment Service Distributors And Retail Outlets.",,33399825,All Other Miscellaneous General Purpose Machinery,33391402,"Measuring, Dispensing, And Other Pumping Equipment",33391404,"Measuring, Dispensing, And Other Pumping Equipment",42383076,Industrial Machinery And Equipment Merchant Wholes,356906,Lubricating Devices & Systems (Mfrs),202510,36
Lindberg Waterproofing Inc,LINDBERG WATERPROOFING INC,,8801 Natural Bridge Rd,Saint Louis,63121,St Louis,(314) 429-6850,Lindbergwaterproofing.Com,,https://facebook.com/lindbergwaterproofing/,,,,,,Uncoded,,,,23839009,Other Building Finishing Contractors,23611836,Residential Remodelers,23622020,Commercial And Institutional Building Construction,23839004,Other Building Finishing Contractors,179994,Building Finishing Contractors,202601,43
Linde Gas & Equipment,,LINDE INC,2210 Chouteau Ave,Saint Louis,63103,St Louis City,(314) 664-7900,Lindedirect.Com,,,,Thomas,Larimore,Manager,Male,Western Europe,,,,32512001,Industrial Gas Manufacturing,33399201,Welding And Soldering Equipment Manufacturing,42384078,Industrial Supplies Merchant Wholesalers,42469061,Other Chemical And Allied Products Merchant Wholes,281301,Gas-Ind & Medical-Cylinder & Bulk-Mfrs,202206,19
Lindell Market Place LP,LINDELL MARKET PLACE LP,,2127 Innrblt Bs Ctr Dr # 310,Saint Louis,63114,St Louis,(314) 513-1500,Tsgproperties.Com,,,,,,,,Uncoded,,,,53121004,Offices Of Real Estate Agents And Brokers,,,,,,,653104,Real Estate Investments,202401,6
Linkedselling,GATEWAY CFO SOLUTIONS LLC,,1819 Lynch St,Saint Louis,63118,St Louis City,(314) 499-8892,Linkedselling.Com,,,,Matt,Kersey,Owner,Male,Western Europe,,,,54161303,Marketing Consulting Services,,,,,,,874213,Marketing Programs & Services,202508,14
Lionmark Construction Co,LIONMARK CONSTRUCTION CO,LIONMARK LLC,1620 Woodson Rd,Saint Louis,63114,St Louis,(314) 991-2180,Lionmark.Com,,,,Tom,Feldmann,President,Male,Western Europe,,"Located IN St. Louis, Lionmark Construction Companies Is One Of Largest Construction Companies IN The United States. It Is A Privately Held Group Of Companies That Specializes IN Road Construction. The Company Operates Missouri Petroleum, Which Manufactures And Distributes Asphalt And Specialty Products For The Road Construction And Surface Maintenance Industries. The Subsidiary Offers Various Procedures, Including Slurry And Chip Seal, Paving Fabric And Geotextiles For Parking Lots And Road And Residential Street Maintenance. It Provides A Variety Of Emulsions, Asphalt Sealers, Crack Fills, Modified Cold Mix, And Geosynthetics And Erosion Control Systems. Missouri Petroleum Also Offers Materials For Highways And Arterial Roads.",,32412101,Asphalt Paving Mixture And Block Manufacturing,23611512,New Single-Family Housing Construction (Except For,42381007,Construction And Mining (Except Oil Well) Machiner,,,295101,Asphalt & Asphalt Products-Manufacturers,202602,39
Lionmark LLC,LIONMARK,LIONMARK LLC,1620 Woodson Rd,Saint Louis,63114,St Louis,(314) 991-2180,Lionmark.Com,,,,Tom,Feldmann,President,Male,Western Europe,,,,32412101,Asphalt Paving Mixture And Block Manufacturing,,,,,,,295101,Asphalt & Asphalt Products-Manufacturers,202602,22
Liquor Shack,,,8284 Saint Charles Rock Rd,Saint Louis,63114,St Louis,(314) 423-1069,,,,,Amrik,Shinger,Owner,Male,Western Europe,,,,44532004,"Beer, Wine, And Liquor Retailers",,,,,,,592102,Liquors-Retail,202206,43
Lisa's Market,,,3659 Nebraska Ave,Saint Louis,63118,St Louis City,(314) 833-3351,,,,,,,,,Uncoded,,,,44511003,Supermarkets And Other Grocery Retailers (Except C,,,,,,,541105,Grocers-Retail,202206,10
Listing As 301 Memorial LLC,LISTING AS 301 MEMORIAL LLC,,301 N Memorial Dr,Saint Louis,63102,St Louis City,(314) 241-1609,,,,,,,,,Uncoded,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202404,14
Lithium Productions,,,3740 Brown Rd,Saint Louis,63114,St Louis,(636) 538-5050,Lithium.Productions,,,,Ryan,Roettgers,Other,Male,Western Europe,,,,51211016,Motion Picture And Video Production,,,,,,,781211,Video Production & Taping Service,202510,3
Little Caesars,,ILITCH HOLDINGS INC,220 N Florissant Rd,Ferguson,63135,St Louis,(314) 524-5442,Littlecaesars.Com,http://www.linkedin.com/company/little-caesars,https://www.facebook.com/125990377482392,,Doyle,Beck,Owner,Male,Western Europe,,Little Caesars Pizza Is The Largest Carry-Out Pizza Chain Internationally. Visit Our Website Store Locator For Special Coupon Offers,,72251115,Full-Service Restaurants,72251301,Limited-Service Restaurants,72251117,Full-Service Restaurants,,,581222,Pizza,202510,24
Little Caesars,,ILITCH HOLDINGS INC,8986 Jennings Station Rd,Jennings,63136,St Louis,(314) 869-4114,Littlecaesars.Com,http://www.linkedin.com/company/little-caesars,https://www.facebook.com/702636599820322,,David,Luckett,Owner,Male,Western Europe,,Little Caesars Pizza Is The Largest Carry-Out Pizza Chain Internationally. Visit Our Website Store Locator For Special Coupon Offers,,72251115,Full-Service Restaurants,72251301,Limited-Service Restaurants,72251117,Full-Service Restaurants,,,581222,Pizza,202601,18
Little Caesars,,ILITCH HOLDINGS INC,9036 Saint Charles Rock Rd,Saint Louis,63114,St Louis,(314) 428-4264,Littlecaesars.Com,http://www.linkedin.com/company/little-caesars,https://www.facebook.com/623289521086218,,Stephen,Erbe,Owner,Male,Western Europe,,Little Caesars Pizza Is The Largest Carry-Out Pizza Chain Internationally. Visit Our Website Store Locator For Special Coupon Offers,,72251115,Full-Service Restaurants,72251301,Limited-Service Restaurants,72251117,Full-Service Restaurants,,,581222,Pizza,202510,18
Little Fox,,,2800 Shenandoah Ave,Saint Louis,63104,St Louis City,(314) 553-9456,Littlefoxstl.Com,,,,,,,,Uncoded,,,,72251117,Full-Service Restaurants,,,,,,,581208,Restaurants,202606,8
Little Jamaica Island Style,,,2732 Cherokee St,Saint Louis,63118,St Louis City,(314) 390-2826,,,,,,,,,Uncoded,,,,72251117,Full-Service Restaurants,72251301,Limited-Service Restaurants,72241001,Drinking Places (Alcoholic Beverages),,,581208,Restaurants,202607,5
Little Potato Co USA Inc Doing,LITTLE POTATO CO USA INC,,100 S 4th St # 1000,Saint Louis,63102,St Louis City,Not Available,Littlepotatoes.Com,,,,Jeffrey,Fine,Treasurer,Male,Not Available,,,,56199001,All Other Support Services,,,,,,,738999,Business Services NEC,201811,12
Liv Consultants LLC,LIV CONSULTANTS,,2339 S 7th St # B,Saint Louis,63104,St Louis City,Not Available,,,,,,,,,Uncoded,,,,54161302,Marketing Consulting Services,99999005,Unclassified Establishments,,,,,874214,Marketing Consultants,202307,6
Live! By Loews-St LOUIS Mo,,LOEWS CORP,799 Clark Ave,Saint Louis,63102,St Louis City,(314) 597-9700,Loewshotels.Com,,https://www.facebook.com/livebyloewsstlouis,,,,,,Uncoded,,,,72111002,Hotels (Except Casino Hotels) And Motels,72251117,Full-Service Restaurants,72111001,Hotels (Except Casino Hotels) And Motels,72119901,All Other Traveler Accommodation,701101,Hotels & Motels,202603,8
Living Independently Hse Clnng,,,3002 S Jefferson Ave # 2029,Saint Louis,63118,St Louis City,(314) 733-0335,,,,,,,,,Uncoded,,"'''if You Are Lacking Time With Cleaning Your Home OR Office, Call On US To Help.'''",,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202603,9
Living Tree Care,LIVING TREE CARE INC,,417 Nancy Pl,Ferguson,63135,St Louis,(314) 568-8367,Livingtreecare.Com,,,,Wendy,Vaeth,Office Manager,Female,Western Europe,,,,56173022,Landscaping Services,56173028,Landscaping Services,,,,,78301,Tree Service,202411,5
LLC M & Q,M & Q LLC,,8148 Olive Blvd,University City,63130,St Louis,(314) 738-9923,Mqhr.Org,,,,Qiaomu,Lin,Owner,Male,Far Eastern,,,,45521968,All Other General Merchandise Retailers,,,,,,,599963,Plastics-Products-Retail,202408,11
Lmac Equipment Rental & Supl,LMAC EQUIPMENT RENTAL & SUPPLY LLC,,6344 Garesche Ave,Saint Louis,63136,St Louis,(314) 930-2229,Lmacequipment.Com,,,,Bob,Castro,Other,Male,Hispanic,,,,53241206,"Construction, Mining, And Forestry Machinery And E",99999005,Unclassified Establishments,,,,,735398,Heavy Construction Equipment-Rental,202601,6
Lmont Investments LLC,L'MONT INVESTMENTS LLC,,6504 Glenmore Ave,Saint Louis,63121,St Louis,(314) 382-1565,,,,,Johnetta,Williams,Manager,Female,African American,,,,72131008,"Rooming And Boarding Houses, Dormitories, And Work",,,,,,,702198,Rooming & Boarding Houses,202504,18
LNB Studio LLC,LNB STUDIO LLC,,319 N 4th St # 820,Saint Louis,63102,St Louis City,(314) 909-4979,Lnbstudio.Net,,https://www.facebook.com/lnbstudio.stl,,Karen,Smith,Other,Female,Western Europe,,,,54131009,Architectural Services,99999005,Unclassified Establishments,,,,,871298,Architectural Services,202603,7
Loadrunners Moving,,,232 N 8th St,Saint Louis,63101,St Louis City,(314) 370-5505,Loadrunnersmoving.Com,,,,,,,,Uncoded,,,,48411009,"General Freight Trucking, Local",,,,,,,421401,Movers,202510,3
Loaduf Transportation LLC,LOADUF TRANSPORTATION LLC,,2631 Gravois Ave # 810,Saint Louis,63118,St Louis City,(800) 944-0927,,,,,,,,,Uncoded,,,,48821008,Support Activities For Rail Transportation,,,,,,,478977,Transportation,201911,8
Local Biz Marketers,,,10174 West Florissant Ave,Saint Louis,63136,St Louis,(314) 557-3519,Localbizmarketers.Com,,,,Hernando,Springer,Owner,Male,Not Available,,"Local Biz Marketers Is A Marketing Agency That Empowers Local Businesses To Grow Using Smart Automation. Our Flagship Software, Ai Leads Web, Captures Leads, Automates Follow-Ups, And Increases Salesso You Can Focus On What You Do Best While We Handle The Rest.",,54161303,Marketing Consulting Services,54161302,Marketing Consulting Services,,,,,874213,Marketing Programs & Services,202605,2
Local Biz Mktng Pros Formally,,,2055 Walton Rd,Saint Louis,63114,St Louis,(314) 730-3999,Localbizmarketers.Com,,https://www.facebook.com/localbizmarketingpros,,,,,,Uncoded,,,,54161303,Marketing Consulting Services,,,,,,,874213,Marketing Programs & Services,202604,4
Local Cats Reggae Band,,,,Saint Louis,63130,St Louis,(314) 337-6138,,,,,,,,,Uncoded,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202004,7
Lochmueller Group,,LOCHMUELLER GROUP,411 N 10th St # 200,Saint Louis,63101,St Louis City,(314) 621-3395,Lochgroup.Com,,,,Doug,Shatto,Manager,Male,Western Europe,,,,54133016,Engineering Services,44418029,Other Building Material Dealers,54133052,Engineering Services,,,871111,Engineers-Consulting,202206,18
Lockerdome,LOCKERDOME INC,,1314 Washington Ave,Saint Louis,63103,St Louis City,(800) 983-5280,Decide.Co,,,,Gabe,Lozano,Owner,Male,Hispanic,,,,54189001,Other Services Related To Advertising,,,,,,,731999,Advertising NEC,202310,14
Locksmith 4 You,LOCKSMITH 4 YOU LLC,,5340 Delmar Blvd,Saint Louis,63112,St Louis City,(314) 207-3993,Locksmith4you.Org,,https://www.facebook.com/locksmith-4-u-1337363483043397,,,,,,Uncoded,,"At Locksmith 4 You We Use Only The Best Products And Provide Top Of The Line Locksmith Services, We Can Change Your Locks And Make Car Keys, Transponder Keys, Fob Keys, Keyless Entry Remotes, Rekey Locks, Unlock Everything From Houses To Cars OR Even Safes, We Love What We Do And We Love Our Customers. We Make Sure Every Single Customer Is Happy And Stand Behind Our Work. If You Are IN Need A Locksmith That Can Get The Job Done The First Time Give US A Call We Will Love To Make Sure You Are A Happy Customer. One Of Our Favorite Services Is Car Key Replacement, IN Case You Lose Your Car Key We Come To You For Your Convenience And Make A Car Key On The Spot! Give US A Call You Won't Be Disappointed",,56162204,Locksmiths,44418018,Other Building Material Dealers,,,,,769962,Locks & Locksmiths,202605,10
Locksmith Ferguson,,,1379 Sharondale Cir,Ferguson,63135,St Louis,(314) 561-8754,Locksmithferguson.Com,,,,,,,,Uncoded,,,,56162204,Locksmiths,,,,,,,769962,Locks & Locksmiths,202605,3
Lococo House,,,1309 N 5th St,Saint Louis,63102,St Louis City,(314) 724-3778,Lococo-House-II-Bed-Breakfast.Stayin.Us,,,,,,,,Uncoded,,,,72119101,Bed-And-Breakfast Inns,,,,,,,701107,Bed & Breakfast Accommodations,202206,13
Locust Building,,,1015 Locust St # 1015,Saint Louis,63101,St Louis City,(314) 436-1767,,,,,,,,,Uncoded,,,,53112004,Lessors Of Nonresidential Buildings (Except Miniwa,53121005,Offices Of Real Estate Agents And Brokers,,,,,651202,Office Buildings & Parks,202605,15
Locust Yogurt Co LLC,LOCUST YOGURT CO LLC,,319 N 4th St,Saint Louis,63102,St Louis City,Not Available,,,,,,,,,Uncoded,,,,44529832,All Other Specialty Food Retailers,,,,,,,545102,Yogurt,202208,5
Locust Yogurt Co LLC,LOCUST YOGURT CO LLC,,3331 Locust St,Saint Louis,63103,St Louis City,Not Available,,,,,,,,,Uncoded,,,,44529832,All Other Specialty Food Retailers,,,,,,,545102,Yogurt,202208,5
Lofts At 2020 WA Condo Assn,,,2012 Washington Ave,Saint Louis,63103,St Louis City,(314) 621-3968,,,,,,,,,Uncoded,,,,23611505,New Single-Family Housing Construction (Except For,,,,,,,152103,General Contractors,202206,24
Logan Racing,,,254 N Oaks Professional Bldg,Saint Louis,63121,St Louis,(314) 382-2202,,,,,,,,,Uncoded,,,,71121203,Racetracks,,,,,,,794801,Race Tracks,202007,9
Logika Systems Inc,LOGIKA SYSTEMS INC,,4301 Finney Ave # A,Saint Louis,63113,St Louis City,(314) 286-3698,Logikasystemsinc.Com,,,,Sunny,Zhang,Exec Officer,,Far Eastern,,,,56162117,Security Systems Services (Except Locksmiths),99999005,Unclassified Establishments,,,,,738216,Installation/Monitoring-Security Systems,202604,4
Logo Masters,LOGO MASTERS INC,,1900 S Jefferson Ave,Saint Louis,63104,St Louis City,(314) 773-6466,Logo-Masters.Com,,,,Mark,Bierk,Owner,Male,Western Europe,,,,32311301,Commercial Screen Printing,54149001,Other Specialized Design Services,,,,,275902,Screen Printing (Mfrs),202607,23
Lohr Distributing Co Inc,LOHR DISTRIBUTING CO INC,LOHR DISTRIBUTING CO INC,1100 S 9th St,Saint Louis,63104,St Louis City,(314) 231-6400,Lohrdistributing.Com,,https://www.facebook.com/lohrdistributingco,,Ronald K,Lohr,President,Male,Western Europe,,"Founded IN 1880, Rubicon Estate Maintains A Wine Club That Features A Variety Of Wines, Including Merlot, Cabernet And Syrah. It Operates A Shop That Offers Books, Home And Beauty Products And Gourmet Accessories. The Organization Provides Books, Such As  A Sense Of Place,   Mulholland Brothers Deco Two Bottle Wine Carrier,   Notes On A Life By Eleanor Coppola,   Oldman's Guide To Outsmarting Wine  And  Wine Grape Varieties IN California.  Rubicon Estate Also Features Business And Luxury Gifts. It Provides Shipping Services Of Wines To Alaska, California, Nevada, New Mexico, Florida, Hawaii, New York, Wiscosin, Missouri, Iowa, Texas And Virginia. The Organization Also Offers Memberships And Organizes Tours, Parties And Events.",,42481001,Beer And Ale Merchant Wholesalers,42482003,Wine And Distilled Alcoholic Beverage Merchant Who,44532004,"Beer, Wine, And Liquor Retailers",,,518101,Beer & Ale-Wholesale,202604,43
Lola Buggs Ice Cream Shop LLC,LOLA BUGGS ICE CREAM SHOP LLC,,1325 Washington Ave,Saint Louis,63103,St Louis City,Not Available,,,,,,,,,Uncoded,,,,72251512,Snack And Nonalcoholic Beverage Bars,,,,,,,581203,Ice Cream Parlors,202210,5
Lombardo's Restaurant,LOMBARDO'S RESTUARANT,,10488 Natural Bridge Rd,Saint Louis,63134,St Louis,(314) 429-5151,Lombardosrestaurants.Com,,https://www.facebook.com/pages/lombardos-restaurant/150325715011137,,Angelo,Lombardo,Owner,Male,Mediterranean,,,,72251117,Full-Service Restaurants,72232001,Caterers,,,,,581208,Restaurants,202503,43
Lombardo's Trattoria,,,201 S 20th St,Saint Louis,63103,St Louis City,(314) 621-0666,Lombardostrattoria.Com,http://www.linkedin.com/company/lombardos-trattoria-inc,https://www.facebook.com/lombardostrattoria,,Anthony,Lombardo,Owner,Male,Mediterranean,,"Lombardo's Trattoria Is A Family-Style Restaurant That Offers A Range Of Casual Dining Options. It Serves A Variety Of Appetizers, Including Garlic Bread, Fried Spinach, Stuffed Calamari, Portobello Mushroom And Shrimp Cocktail. The Restaurant S Menu Features Various Pasta Dishes And Salads, As Well As Entrees That Include Grilled Chicken Breasts, Chicken Tenderloins, Filet Mignon, Fried Lobster, Atlantic Salmon And Spinach Noodles. Lombardo's Trattoria Also Offers A Selection Of Wines, Such As Pinot Grigio, Chardonnay, Sauvignon Blanc, Riesling, Merlot And Shiraz. The Restaurant Additionally Features Several Private Dining Rooms For Receptions, Family Reunions, Baby Showers, Charity Functions, Rehearsal Dinners, Luncheons, Corporate Meetings And Cocktail Parties And Can Accommodate More Than 90 Guests.",,72251117,Full-Service Restaurants,72232001,Caterers,,,,,581208,Restaurants,202606,36
